
çß# blockRingâ„¢ for dircolor
# $Source: /my/shell/dircolors/$
1575645978: z6CfPrhUVGwvMNCVMKtT7Nu1o5bGtpS4M8o5J4jGSMXJ
1575646923: QmeoqzvwEZ3fHJ68L84mN76CQ2komjAUVxxA28peNGhazM
1575648813: QmWi47xXGNjvE5iY36KsmWuvzALLjLGQxJczp3g2dRnVi5
1575648830: QmbtkGeRHHtVqZtD4ecbKMic9kC8UDDJrwgnst3Bm7YRug
1575648868: QmZa5yGaMge1pUcpBbzRjwDoZTBSaBpS8M3tThz7rSjx7V
1575648883: QmZWRXxUfTjB1qdnBTceANjewjX5qQEccqCLZr9fePnD9S
1575649138: QmWuds3KMcubaQeLnJM6CtfMeAjUpFoHGN83VKXv2wY6Wy
1575649213: QmchLK5xuPoBBvUmooNAXwsfs5Vq1B8odQEZm3uWvtoQUh
1575649225: QmeaNST8DnGcWsWMXtn39DwqPAyZQMKvC9d3URmiaRse1u
1575649392: QmTy5tKXTmhRA96z7K4L8doRErKAPHadzcRqcXHWJzfG2J
1575649618: QmT5cym6KG34ziFR1ew8yhe8Du6McSUJrFrkzSnSUMnFny
1575649778: QmYG4NJnXT73TF3Uv3fz47kxN83mCD79wn45xBjr2PnFsg
1575649804: QmbjCXi3MthywKfW8zjtrY7HCR3DkBQkMNcoha2V8gDxkz
1575650482: QmNsJLv2oRRsEpXSoYZnV2RwLa5tq5HZwpKPFEar9Ziqu5
1575650533: Qma68aUEkinL5DR55FLQJH2QZYes1TyLpEdPVuBW4KPQVt
1575650583: QmYcUgHaJKL8ucLCegGMDGbfx3zPR9rNCzjk3GjcbVngiy
1575650678: Qmd9ps51u2hDSDai6qgUMeabE4KAMwJXtyhsRMDUfrPMJY
1575650737: QmVrjSZTEfTSZ6LyTL68sw1JnFknHTJdTAVjVJKYK5P6Q4
1575650758: QmQMvLf7P9nviWhvBjfH2HtVuJKUqLHegZcwh64hQ2px5h
1575650852: QmVKLnEubipdtnwjt1Axzxbu1CXpcSjPDM8H8HvAys8Wyi
1575650873: QmfXso8bDF9s8LGGdU8z5A83GAmQLsiTKWFWwb2JgN7WUN
1575650890: QmRVfuQapiFQNyj9cknBfuYeh3qYPnHjqxYBPTqQNiYYnF
1575650982: QmY2xiVGpvFbPgUd4PbmmEeg3gCRK4sSUUmitSfwVwKimn
1575651012: QmSYZTigqi4ZyLgMxUJ6CGuxfPkYyX7HmuQHTFjCJGMSz1
1575651061: QmbUfA4KeDxcan97CGWUJ5X2SMw3vBRY4zejVEkZwKXDsm
1575651082: QmVNayAX9fj5FH9jZFzQqkyFW9PmmSCzY3yUS5RyVyKu2U
1575651120: Qmep4uiG9Jg2nEEZdet4Wo9e2amuSmm8YtGJL9xvak8nCF
1575651250: QmNMjHTgT8Jk3veyDiQEL6pbwordmb4kVNPaPEUD1Lsihk
1575651270: Qma2YHqybFdhVFL9DK1DDfSLAYBDqg2RZXAhfca1uzjqTt
1575651304: QmRbwR3bgGNLLBvXd2h5u5b2qBvkGbuXRqzFZseYKGkQMd
1575651696: QmYoLPzUeY5cWN42LmmR7Gx3MRFTnb4wnwdziEBizhogxt
1575651820: QmSspfscTRJ2rt2SBirXv3hEf1z1zVmboCX1cQkQ8tFEL6
1575651839: QmT88WdFQ9oFpBCVTvqryqj8J7wEDLi6As2yoxqmKAHwSb
1575652077: QmfH4aWMikQskd3VWiqDpTwhNmhdo6T5xDGPmLqtKyvzpH
1575652264: QmPPHkVBEhJwTC71p2Z5cpKRTadqf6ky4dD7m4iQnfZnh5
1575652601: Qmbi6R4HgsHMvWbZtHhaCrUTuMeFZZzQJhPc9ZYny6xFxM
1575652685: QmbaefJ4U47do9SdegJP5MqnW1AmK21XKPQimo22d1Uqbe
1575652773: QmV4STkY8fKdzzBS2CtyXUBxtcTi67vyX2zYUjrkhZZ5rB
1575653112: QmYoUC7noBQyuCVMhz2vog6URZjCm1iQXd8aVVXh3YrYma
1575653231: QmS646paG4JZQUo3DcArHWphyv8a1vWjTbhq484FocQX2w
1575653292: QmQtQxjWcQ9grSGuNkEtEm7zoon5cWg7HRmVw4417Xt8JQ
1575653346: Qmcq4tvN793qvajUYhcGEfzduFPHJ4E7mfhbHgEVAEX2YY
1575653577: QmYE6EoKRWCHVxpj5vP954nFGPk31Bgcd5y8SirhbRAbK4
1575653693: QmPdAQMvaAYob71DbXaLXrZU3fCZFjsJaitw8m888raN3U
ß
